Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Carbon Emissions (Million Tons)
USA,2015,2933.61,12350.63,43.24008187932547,56.75991812067453,939.76
Canada,2015,8951.57,21731.17,24.69,17.41,836.71
UK,2021,1894.8,8005.51,77.46,17.93,2302.03
Germany,2010,4641.46,21764.88,12.74,55.08,3197.73
Canada,2001,5921.67,35233.74,84.85952632083612,15.140473679163872,3545.99
USA,2016,5189.01,34723.86,45.47,20.85,1669.63
Brazil,2014,8319.41,35616.63,20.81,53.71,3137.87
India,2017,2391.39,15783.99,35.12,40.67,61.72
Brazil,2009,3836.17,33279.59,6.31,49.29,4446.95
Germany,2005,7941.63,18689.58,19.15,78.39,4355.27
China,2020,5327.91,47252.36,33.5,54.24,2743.22
Germany,2015,4080.96,17496.64,50.37201661996328,49.62798338003671,1254.68
India,2004,391.48,30349.4,16.01,36.61,4862.53
USA,2011,7558.52,37632.21,53.55856628365632,46.44143371634368,4062.68
UK,2005,9724.6,45367.17,76.76,10.91,133.92
Russia,2013,6240.84,22177.47,52.259887005649716,47.740112994350284,2374.72
Brazil,2022,8579.76,18344.01,30.24,14.82,555.29
Germany,2015,5217.07,21786.39,15.32,25.41,704.59
UK,2024,2393.64,16522.97,6.32,49.42,56.48
Brazil,2006,242.98,32869.26,54.21103581800581,45.78896418199419,3454.18
Germany,2001,6568.64,46669.48,58.42,36.94,1299.98
India,2005,4981.78,6740.51,45.48,39.33,1558.97
Brazil,2008,7842.77,28265.64,13.67,44.86,282.82
Germany,2006,6977.36,44933.61,22.6,63.14,89.33
USA,2001,9880.73,5455.67,74.29,11.23,3973.98
India,2018,5152.09,24946.34,45.79,41.29,3323.98
UK,2007,4329.03,43328.86,86.84,11.0,1942.48
UK,2010,2938.72,45072.38,73.56547327121137,26.434526728788622,396.0
Russia,2024,4820.93,25960.43,61.16366680619506,38.83633319380494,3890.25
Canada,2003,8741.43,1735.12,26.95,15.59,4635.46
China,2015,520.15,5729.14,24.64,43.96,2660.78
USA,2024,9781.21,29542.48,26.224328593996837,73.77567140600317,737.79
India,2017,9933.74,6631.0,60.52434456928839,39.47565543071161,3280.04
Brazil,2012,6018.43,7896.18,33.5,64.76,404.01
UK,2004,3382.29,38719.8,56.23271092669432,43.76728907330567,869.36
USA,2001,2308.18,37659.26,54.32284799397249,45.67715200602751,2380.13
India,2010,2837.25,42217.25,74.67,20.28,1282.71
India,2000,596.04,5733.89,55.8,41.49,4654.56
Brazil,2012,4803.6,10308.17,19.36,51.79,4053.91
India,2004,667.51,41731.59,19.87,71.14,1420.0
Japan,2017,7212.89,36193.84,46.86,31.56,4820.78
USA,2013,3782.1,40394.83,85.92,10.08,1922.56
Germany,2012,2073.71,49492.41,51.146230245486926,48.85376975451308,2863.45
UK,2006,5494.05,43289.36,19.13,11.82,2841.86
UK,2007,9740.22,26262.93,29.46,20.67,3265.45
Germany,2017,6981.8,15883.03,55.05,39.54,1255.96
USA,2006,4968.29,28698.99,45.58,44.75,4614.15
China,2019,7791.45,32110.03,15.15,68.41,1365.1
USA,2016,7401.02,17097.95,36.39,41.35,3340.96
Australia,2015,8928.18,38661.38,64.06633449840113,35.933665501598874,3840.52
India,2010,2126.22,5091.31,78.15600254846638,21.84399745153363,4413.48
Canada,2018,8602.89,39079.95,51.323371422990526,48.67662857700948,2311.83
Brazil,2000,3080.16,2083.93,59.0,34.39,3572.84
Japan,2020,9415.89,25149.32,23.86,16.91,472.67
Canada,2007,2882.54,43141.1,47.1660199556541,52.83398004434589,3901.2
Germany,2000,9275.8,4781.52,9.46,15.72,3790.5
Brazil,2008,9641.53,26128.08,23.76,57.45,2082.49
Brazil,2018,1540.36,8389.88,5.5,73.57,1601.62
Brazil,2020,9747.55,44793.38,37.78,22.54,1931.99
UK,2008,948.66,41701.1,74.391065755271,25.608934244728985,498.3
Japan,2020,2263.82,46728.9,68.94376071039103,31.05623928960897,3207.14
UK,2024,4497.27,43811.63,61.76,30.62,4569.51
India,2009,9936.61,36959.39,51.97048082775411,48.02951917224589,3345.34
Australia,2023,4936.77,9652.02,27.33,33.67,2923.58
Russia,2022,5549.05,15473.88,38.38895820336868,61.61104179663132,4953.99
Japan,2010,6974.81,25094.33,49.0887969215131,50.91120307848689,2732.1
Canada,2000,9686.11,29650.39,39.411372352843095,60.58862764715691,1761.86
India,2019,7855.18,39218.08,12.53,14.46,3538.07
USA,2024,2319.12,11734.5,67.97,22.34,2631.07
Germany,2007,3099.61,6849.73,23.66,21.86,4861.84
Australia,2019,1066.52,24389.2,13.3,57.04,4494.88
India,2011,6480.08,8313.15,45.63,10.83,4736.87
USA,2000,1889.33,34839.97,11.34,66.45,55.06
Australia,2009,2648.31,28993.73,54.78041015076318,45.219589849236826,1704.35
USA,2003,8892.33,37184.84,54.49211587825449,45.50788412174551,3154.74
Japan,2014,3334.88,3640.11,26.82,47.61,1576.18
USA,2018,5709.8,48252.53,64.69582031831027,35.30417968168973,3299.4
Australia,2005,4035.9,500.27,75.08,23.85,3589.01
USA,2004,832.91,16609.4,14.31,29.82,3135.26
Canada,2004,3692.35,34141.92,60.86031042128604,39.13968957871397,2318.39
India,2017,4139.88,2734.53,35.01,57.45,3498.93
Australia,2002,8967.44,4625.8,68.77,29.04,3912.86
Canada,2021,3312.06,4295.73,52.37992831541219,47.62007168458781,3495.64
USA,2001,3854.49,29284.73,17.87,66.74,4069.42
USA,2003,7850.68,44848.3,61.26,29.17,4738.9
Brazil,2017,7613.67,27994.13,61.4208421547871,38.57915784521289,557.43
Australia,2008,8003.02,30376.78,32.49,34.42,4536.78
Japan,2018,9542.33,17627.08,11.83,23.35,1403.92
USA,2009,7976.02,1427.69,7.32,66.42,2840.66
Germany,2021,4135.32,1569.93,14.35,79.4,4714.74
UK,2014,8232.93,44471.34,5.36,49.6,3119.36
Russia,2000,5135.88,5577.34,30.71087384096656,69.28912615903343,466.64
UK,2010,2849.37,49989.57,30.44,54.95,2521.18
Japan,2013,3098.88,8638.92,14.38,49.6,4477.02
India,2009,2316.04,33894.4,58.05117352828011,41.94882647171989,2089.87
China,2018,1535.43,47473.3,77.11769277264486,22.88230722735515,4247.39
Germany,2023,1926.46,18433.32,81.58,15.9,3981.21
China,2020,725.46,36854.44,26.49,40.96,4536.84
USA,2015,8895.66,17867.4,58.83581092366794,41.16418907633205,1352.21
India,2007,9316.98,15594.58,64.95510016117892,35.044899838821095,2507.95
Canada,2001,5909.03,10489.3,58.29602785475734,41.70397214524266,1709.29
USA,2022,8420.85,41136.28,77.37360092628329,22.626399073716712,2694.63
China,2024,1917.35,13240.66,67.3762190547637,32.62378094523631,144.66
USA,2006,9026.57,14516.33,29.9,39.09,1246.28
Russia,2018,5112.98,49949.0,12.1,23.06,4871.48
Brazil,2006,764.93,16701.87,38.74572596113752,61.25427403886248,3035.49
Russia,2014,1499.0,21427.34,9.66,57.71,907.96
India,2007,3158.87,49507.75,84.54374412041392,15.456255879586076,2566.17
Canada,2013,531.22,18780.37,35.46,59.9,3505.04
Russia,2000,3162.0,18624.52,64.13470810770714,35.86529189229285,3038.42
Australia,2012,693.31,41471.87,60.23850085178876,39.76149914821124,2534.52
Canada,2002,2436.67,15940.55,33.509433962264154,66.49056603773586,3386.11
China,2020,2730.13,12072.41,15.06,53.27,876.37
Russia,2005,9944.25,21448.91,25.16,72.77,2219.03
Brazil,2018,2431.91,35181.72,45.68889541715629,54.31110458284372,3763.79
Canada,2014,2467.95,2640.53,75.54,17.1,2918.31
USA,2003,6899.21,19008.84,88.25,10.59,4536.08
Brazil,2020,8607.64,17639.12,16.23,40.47,2246.62
USA,2002,3931.85,12618.51,18.26,63.85,704.29
Russia,2003,8768.62,32887.22,8.61,67.69,291.36
Germany,2004,3467.41,14854.51,27.13,65.12,2413.35
Germany,2017,2050.46,30533.21,64.4186046511628,35.581395348837205,2215.99
China,2024,3363.42,25464.67,21.85,62.5,1319.74
Brazil,2009,6132.63,11250.9,46.09402931712549,53.90597068287452,2973.05
USA,2007,3734.72,13695.02,42.94,31.97,1288.37
Japan,2011,6761.65,8944.7,32.7,21.81,1120.79
Brazil,2021,2445.67,3303.15,51.82784080677112,48.172159193228886,3129.98
Australia,2002,7039.83,31149.83,45.38534728829687,54.61465271170314,4727.46
China,2017,3539.64,33803.04,33.45,49.76,1053.73
UK,2022,4613.1,8717.0,63.55,24.92,954.97
UK,2007,5621.68,30961.92,28.8,29.37,2620.78
USA,2000,6893.63,49113.19,50.0335401643468,49.96645983565319,641.22
Germany,2013,2463.27,4182.9,52.74503816793893,47.25496183206106,1505.74
Canada,2021,8375.86,24773.36,46.79245283018867,53.20754716981132,4954.26
Australia,2022,7246.24,36785.39,40.56,46.38,4213.17
UK,2012,2417.57,2777.46,48.74822190611664,51.25177809388335,3545.31
USA,2024,9752.25,39024.54,73.79,12.06,178.82
USA,2011,6681.49,48985.81,31.753738590017484,68.24626140998252,1362.11
Russia,2002,4579.03,4880.15,59.97968042855823,40.02031957144177,2869.86
Germany,2017,1659.52,41200.38,39.31351402044453,60.68648597955547,3565.89
Brazil,2020,5378.89,19239.79,74.57,10.39,3358.46
Canada,2012,1731.28,7633.75,29.838469923694383,70.16153007630562,968.04
Russia,2014,4351.97,24913.06,62.122323261953646,37.877676738046354,2358.12
UK,2009,4146.25,4040.18,53.86,26.82,1032.61
Canada,2000,7227.4,26344.02,35.03,34.32,4621.67
China,2005,2004.59,1458.16,40.65,24.05,2809.21
Germany,2008,8236.53,36566.27,34.56,39.71,1981.78
UK,2009,3328.71,24654.5,17.43,33.1,4594.19
USA,2014,4495.49,23217.51,10.82,47.42,4524.61
UK,2008,7746.18,10211.48,32.35,67.03,2545.3
Japan,2022,6291.38,18382.53,35.83706720977597,64.16293279022403,3449.55
India,2013,3149.45,9502.54,35.75,27.6,1628.28
India,2010,3923.41,36901.81,6.18,17.46,1572.93
UK,2006,3127.29,10351.75,54.22,37.7,2770.33
Japan,2023,5988.22,31029.29,17.31,20.05,4240.89
UK,2001,3392.98,14340.57,22.94,68.4,3005.94
India,2013,7284.41,33020.62,15.26,45.08,2322.24
Russia,2005,5839.89,27252.52,47.97349961028839,52.026500389711615,3337.5
China,2004,1542.5,21460.21,13.09,20.54,4070.85
India,2004,3171.66,33813.54,26.79,62.47,3947.35
China,2018,2292.33,21078.24,35.70547099958864,64.29452900041134,1884.45
USA,2018,3964.1,41157.84,19.26,43.77,4681.51
China,2005,5208.24,36615.12,35.6857855361596,64.31421446384039,128.01
Russia,2009,5116.95,27261.63,34.13,12.43,2281.41
Japan,2022,7569.78,43914.5,78.15,12.5,4542.25
China,2013,1972.8,41528.66,48.45429658810176,51.545703411898245,3495.23
Canada,2016,9470.08,26826.05,60.23179031062597,39.76820968937403,3534.76
Brazil,2002,3494.17,3888.16,49.96,23.21,824.53
India,2000,3072.46,28516.82,53.91,35.47,2931.18
Japan,2009,6883.27,18085.22,65.23664122137404,34.76335877862595,4836.4
Australia,2002,8074.61,27235.59,38.97,59.18,1097.16
USA,2004,3846.87,32532.96,43.104728893290414,56.89527110670959,1669.55
Brazil,2024,7493.79,32419.51,37.22,15.79,1973.68
Canada,2018,8848.99,33839.44,47.87630402384501,52.12369597615499,1831.44
Germany,2009,7691.36,34123.8,11.87,43.37,3153.9
Russia,2024,438.55,5909.43,58.01539084649656,41.98460915350344,1211.14
UK,2015,8290.95,9989.76,66.05880163751395,33.94119836248604,2553.16
Brazil,2000,7767.36,31711.78,10.59,41.55,2031.18
Japan,2005,6725.97,20704.53,73.09,24.39,3240.18
Japan,2008,7624.22,38261.16,25.55,43.06,1247.61
Japan,2004,9796.31,6683.01,21.79,23.28,2787.97
USA,2013,4368.02,9980.39,63.94,13.12,3714.81
China,2009,765.51,28144.0,8.75,36.17,3480.13
India,2001,4662.81,25287.03,44.38,11.75,4179.68
Germany,2004,559.69,13686.66,5.12,49.38,4782.99
UK,2000,3013.08,20712.99,52.12,15.07,4277.15
Japan,2024,5910.11,2231.57,44.28,40.63,4694.12
UK,2009,3165.27,2333.39,51.30397076132069,48.6960292386793,136.67
Australia,2024,6885.41,5198.89,66.22,10.69,3163.21
USA,2021,8237.66,29051.23,15.71,35.68,1375.24
Japan,2008,4262.35,43253.96,35.14,57.13,4054.53
Australia,2002,9011.37,13381.05,79.94301994301995,20.056980056980056,4104.24
Germany,2014,890.41,2180.02,57.50647109577221,42.49352890422778,286.45
Germany,2003,8417.12,35577.04,55.51,28.07,2998.0
India,2012,8302.87,42839.94,52.52,25.59,4261.87
Canada,2005,3287.74,7339.55,34.83720513050498,65.16279486949502,2957.7
India,2019,3057.28,19594.51,54.74,24.23,2156.42
China,2016,3120.44,8357.47,66.00280504908837,33.99719495091164,430.06
UK,2022,8132.8,5764.69,15.84,21.87,3664.84
Russia,2004,8333.37,32584.34,74.537550080982,25.46244991901799,419.47
Germany,2014,3364.25,48393.06,25.35,30.52,3009.68
Russia,2007,5966.64,34069.2,43.06,32.87,4592.25
USA,2024,1475.44,49248.33,6.93,54.87,2124.6
Brazil,2004,4740.91,22002.57,45.5168776371308,54.4831223628692,3862.32
Japan,2023,9988.05,44944.55,37.46,45.75,4009.06
USA,2012,1672.51,10651.67,26.23,52.73,101.19
Germany,2000,9480.87,6336.27,57.01348747591521,42.98651252408478,4578.95
Australia,2000,8260.12,35274.74,34.10514172709295,65.89485827290706,984.46
UK,2006,9724.93,18884.71,40.22,41.96,1449.36
Russia,2021,1877.83,16225.54,36.99441247602368,63.00558752397632,4360.33
India,2004,2213.83,33728.39,14.87,44.33,3448.63
Brazil,2013,266.99,17007.46,37.23703344643723,62.76296655356277,1890.7
Canada,2014,7274.55,28841.63,33.59,50.13,485.0
USA,2020,6476.54,15323.03,38.25803126610548,61.741968733894524,1961.85
Canada,2024,1862.85,39296.0,65.26589498406308,34.73410501593692,4833.34
Russia,2016,7932.34,15963.22,21.39,58.71,567.85
Russia,2023,3062.04,26982.21,56.66,42.64,4238.35
Japan,2017,1436.46,1647.22,8.2,69.99,1660.24
Australia,2006,4283.37,39690.67,28.626501703424783,71.37349829657522,3290.09
Australia,2021,1000.6,31206.72,45.18,27.03,3176.14
China,2017,2706.11,10015.73,11.31,43.2,1661.67
India,2018,3776.2,11160.98,51.24,15.69,318.75
Germany,2019,8533.46,13493.4,31.38,19.87,786.65
Germany,2006,7946.23,29038.24,54.3635589612601,45.63644103873989,2850.95
Russia,2007,4483.27,27641.66,54.95875515560554,45.04124484439445,4746.85
USA,2012,7273.29,14056.25,25.75,37.66,4632.55
UK,2017,5729.63,34856.08,13.73,57.0,611.69
Germany,2023,3474.33,44507.54,8.46,49.21,4382.38
Germany,2010,7286.16,2654.02,12.72,30.21,1207.36
USA,2008,6866.64,21151.23,62.81,25.86,4553.86
India,2022,6229.03,29879.25,60.21397007519963,39.78602992480037,3804.54
Brazil,2000,6217.76,29528.54,18.32,23.18,4808.26
Australia,2021,6861.52,1467.0,39.18,19.74,2236.56
Japan,2007,3907.0,10923.02,35.11,32.29,3671.35
Japan,2020,8703.85,3560.62,45.95986776351196,54.04013223648805,3689.61
Japan,2011,1706.85,28663.77,20.53,12.58,2506.05
USA,2001,8850.47,32446.8,55.73335060896605,44.26664939103394,4873.87
Japan,2014,3488.59,8407.24,55.58970099667775,44.41029900332226,1256.13
Russia,2020,1337.81,16984.05,86.18,12.83,4931.76
China,2023,6040.27,16825.29,28.58,52.14,4069.99
USA,2017,3822.27,41080.22,54.96,39.82,3099.68
USA,2016,8173.45,10135.64,49.39759036144578,50.60240963855421,424.15
Australia,2014,4364.78,27641.55,47.09565968473332,52.90434031526667,1333.85
Japan,2019,6718.77,39255.31,6.81,30.05,4214.35
Canada,2019,3151.75,41564.12,58.06514152772392,41.93485847227608,3654.36
Brazil,2008,2173.58,33495.02,72.58176155044126,27.418238449558743,4815.33
China,2002,3941.69,15326.62,15.18,30.69,2014.1
USA,2019,6107.4,41240.81,51.2,23.48,4477.55
China,2018,6603.77,37237.22,31.74,57.49,4316.04
USA,2017,5824.25,35371.22,73.78505970563731,26.21494029436268,4832.36
India,2019,9881.75,3833.1,60.179724796405495,39.82027520359449,1398.63
Australia,2007,6941.79,2641.61,24.0,66.85,2497.94
Russia,2000,9322.04,34920.58,7.88,65.43,450.77
India,2023,1267.54,47267.34,29.8,69.88,2975.04
UK,2023,707.59,38799.33,8.24,21.27,3675.0
Japan,2014,3178.85,41658.04,17.01,51.08,1228.16
UK,2018,1452.23,27476.62,44.37683119224701,55.62316880775299,889.78
Brazil,2009,5306.1,15577.01,68.33,12.94,3215.68
Canada,2011,5237.91,34047.98,40.56159420289855,59.438405797101446,1995.98
Russia,2005,5792.97,35742.56,56.02,27.24,2161.49
India,2012,7477.76,33930.22,18.25,56.88,2382.04
China,2003,9716.16,47362.1,31.93,60.22,2581.8
China,2012,8794.76,18675.36,46.72697485575896,53.273025144241046,1017.85
Brazil,2016,1271.84,2463.05,36.02,45.62,2909.8
USA,2000,3451.29,45468.0,33.30769970200904,66.69230029799095,392.03
China,2004,2632.65,8444.71,21.49,13.17,611.88
Japan,2023,1850.49,35017.26,55.56,39.44,3572.07
Canada,2016,5492.78,43723.62,64.41787397451562,35.58212602548438,3670.6
Australia,2017,5577.32,15852.0,44.9,47.68,1368.29
Japan,2006,2349.72,41605.55,14.82,43.69,964.25
Canada,2015,7147.78,16936.88,49.51305025321387,50.48694974678614,317.26
Brazil,2007,7355.85,39815.77,11.07,15.5,2123.49
Japan,2011,307.7,3956.58,45.1,28.55,2569.77
Australia,2013,4018.0,32934.53,25.89770454328984,74.10229545671017,4502.32
Australia,2018,8912.39,34018.33,67.2630407124682,32.73695928753181,62.18
Germany,2010,5251.15,24825.58,57.52528256989887,42.47471743010113,2059.01
USA,2011,3541.52,34511.0,53.14,15.67,2125.44
Brazil,2012,2611.39,46197.59,61.76,29.88,4438.44
Japan,2007,2509.21,36825.81,50.28,12.78,1020.4
Russia,2000,1087.7,48084.15,17.55,19.63,377.63
Russia,2008,8190.54,22706.31,54.57357859531773,45.42642140468228,1938.97
Brazil,2001,957.91,26650.39,42.49070968911447,57.50929031088552,3080.97
Japan,2013,2993.72,13555.07,45.38242316875915,54.61757683124085,4297.81
India,2012,552.19,49287.28,8.84,27.6,1381.66
India,2015,7835.73,3229.27,17.07,33.3,1293.99
USA,2001,488.91,18251.71,52.49618902439024,47.50381097560975,1663.58
Japan,2003,3152.18,15236.01,44.05,15.86,635.25
Australia,2011,5775.64,19632.33,24.28,66.47,4887.22
China,2015,4154.66,45927.03,25.46,43.83,2726.06
Russia,2009,2894.48,18717.87,43.06574699148811,56.934253008511895,1397.5
Japan,2002,2824.37,45890.34,10.01,18.21,1840.6
Japan,2003,7998.12,21455.27,41.91,19.33,4336.48
China,2005,9742.38,42811.05,49.46,34.4,3384.94
China,2022,3545.61,26326.63,31.19,24.47,2788.37
Canada,2004,487.54,15911.97,55.988315481986376,44.01168451801363,3637.8
Germany,2017,462.0,22742.82,9.83,76.28,3791.32
USA,2002,7616.21,21506.86,78.59,16.29,1011.34
Russia,2009,5568.46,13365.75,66.48,26.96,835.46
China,2010,7857.57,14837.12,42.93,26.65,4835.15
India,2018,7005.22,9729.47,64.68039003250271,35.31960996749729,969.34
Brazil,2013,9084.31,17132.03,60.83889777109,39.16110222891,2350.57
India,2020,8869.66,31408.09,58.01958350572335,41.98041649427665,4914.76
Canada,2010,7904.44,19634.63,42.43306716768436,57.56693283231564,2115.2
Canada,2020,4804.37,35760.0,43.5,50.09,2598.5
China,2003,3150.45,49355.42,49.37918801734332,50.62081198265668,4001.9
Canada,2023,5119.57,19166.5,10.56,68.96,1734.95
Australia,2021,5070.51,23400.64,68.51095742021498,31.48904257978501,2183.62
UK,2005,6141.73,8623.45,61.76,10.86,1694.26
Japan,2016,1942.37,19914.66,57.49,24.91,1472.61
Japan,2021,6590.64,36478.21,83.75,12.48,2385.5
China,2018,4620.35,11261.54,70.44094488188975,29.55905511811024,3742.13
Canada,2012,6240.03,9511.68,18.89,35.05,4343.08
Brazil,2021,2472.09,19130.56,68.66,16.9,2377.07
Australia,2009,4400.51,41023.15,46.35083226632522,53.64916773367477,1638.97
USA,2010,2180.99,31371.03,44.18,48.71,4562.38
Canada,2005,8765.52,47900.18,77.34855136084285,22.65144863915716,1712.83
Australia,2001,4930.81,45274.75,55.031692899366135,44.96830710063386,3886.27
Germany,2000,2327.32,7981.29,53.08315424037031,46.916845759629695,3755.67
USA,2010,507.97,2606.36,37.53,23.41,296.39
Japan,2015,6789.81,20255.19,43.878641122427176,56.12135887757282,929.32
Germany,2002,2224.98,26342.93,50.19,22.42,2885.59
China,2004,9896.86,26020.75,26.2,64.02,4344.76
Russia,2014,5383.63,7138.31,35.75086733850983,64.24913266149017,2990.27
China,2014,2960.87,6678.46,23.04,60.79,3726.41
Brazil,2003,6611.01,2819.61,45.65008642212406,54.34991357787594,3685.34
Australia,2022,2824.68,42617.57,47.486554320545,52.513445679455,2497.11
Russia,2003,8220.72,47413.33,8.11,28.84,2825.97
USA,2007,3151.54,6226.41,70.06,29.4,402.84
USA,2006,9883.65,11049.56,6.7,54.88,4642.28
Germany,2024,6090.93,4948.21,40.5649436713055,59.4350563286945,3388.01
Brazil,2016,8459.67,43936.36,50.24773300925494,49.75226699074507,814.76
Japan,2014,820.87,47956.08,47.06954760297096,52.93045239702904,1257.83
Canada,2004,3548.16,13458.93,69.69,25.6,73.03
Canada,2012,7401.12,15527.4,37.38110628866932,62.61889371133068,1356.84
Russia,2003,6585.08,18452.15,10.64,74.91,1617.28
Brazil,2021,2023.01,25371.96,61.58513097072419,38.414869029275806,3431.54
Brazil,2016,3626.41,34281.82,38.50679812355887,61.49320187644112,2409.45
USA,2021,2708.09,25467.33,33.31,24.15,4221.75
Japan,2016,6172.36,47574.58,24.55242966751918,75.44757033248082,479.6
Australia,2013,3511.23,5444.73,15.18,73.2,3549.76
Japan,2013,3159.64,40030.97,30.09,14.63,4380.73
India,2016,2153.04,17056.91,43.97,46.49,2135.57
Brazil,2007,4149.37,19188.61,45.6,47.02,1479.23
China,2001,2035.48,35587.06,54.53,13.99,2255.56
UK,2012,9629.44,46504.17,35.81,12.77,3954.77
Brazil,2021,1629.57,35951.94,83.19,10.36,4599.25
Russia,2015,9141.72,38905.1,47.15,46.72,374.66
China,2015,4341.88,37663.57,41.02,42.47,2666.17
Russia,2005,3840.87,16388.44,9.09,75.83,3216.57
Germany,2021,2390.07,37968.06,55.92,33.96,136.51
UK,2023,6393.99,39333.78,50.071225071225065,49.92877492877493,947.18
UK,2003,6886.73,26903.32,54.58,10.53,359.68
USA,2002,4728.95,27069.43,58.765522279035785,41.23447772096421,1487.33
Brazil,2005,651.5,38106.18,48.57778705055985,51.42221294944016,1066.75
